task_id,surface,adsorbate,seed,calculator,population_size,generations,n_carbon
153,Pd110,hydroxyl,2,sevennet_omni,60,200,0
154,Pd111,hydroxyl,1,sevennet_omni,60,200,0
155,Pd111,hydroxyl,2,sevennet_omni,60,200,0
156,Pt100,hydroxyl,1,sevennet_omni,60,200,0
157,Pt100,hydroxyl,2,sevennet_omni,60,200,0
158,Pt110,hydroxyl,1,sevennet_omni,60,200,0
159,Pt110,hydroxyl,2,sevennet_omni,60,200,0
160,Pt111,hydroxyl,1,sevennet_omni,60,200,0
161,Pt111,hydroxyl,2,sevennet_omni,60,200,0
162,Rh100,hydroxyl,1,sevennet_omni,60,200,0
163,Rh100,hydroxyl,2,sevennet_omni,60,200,0
164,Rh110,hydroxyl,1,sevennet_omni,60,200,0
165,Rh110,hydroxyl,2,sevennet_omni,60,200,0
166,Rh111,hydroxyl,1,sevennet_omni,60,200,0
167,Rh111,hydroxyl,2,sevennet_omni,60,200,0
168,Ag100,atomicH,1,sevennet_omni,60,200,0
169,Ag100,atomicH,2,sevennet_omni,60,200,0
170,Ag110,atomicH,1,sevennet_omni,60,200,0
171,Ag110,atomicH,2,sevennet_omni,60,200,0
172,Ag111,atomicH,1,sevennet_omni,60,200,0
173,Ag111,atomicH,2,sevennet_omni,60,200,0
174,Au100,atomicH,1,sevennet_omni,60,200,0
175,Au100,atomicH,2,sevennet_omni,60,200,0
176,Au110,atomicH,1,sevennet_omni,60,200,0
177,Au110,atomicH,2,sevennet_omni,60,200,0
178,Au111,atomicH,1,sevennet_omni,60,200,0
179,Au111,atomicH,2,sevennet_omni,60,200,0
180,Cu100,atomicH,1,sevennet_omni,60,200,0
181,Cu100,atomicH,2,sevennet_omni,60,200,0
182,Cu110,atomicH,1,sevennet_omni,60,200,0
183,Cu110,atomicH,2,sevennet_omni,60,200,0
184,Cu111,atomicH,1,sevennet_omni,60,200,0
185,Cu111,atomicH,2,sevennet_omni,60,200,0
186,Ir100,atomicH,1,sevennet_omni,60,200,0
187,Ir100,atomicH,2,sevennet_omni,60,200,0
188,Ir110,atomicH,1,sevennet_omni,60,200,0
189,Ir110,atomicH,2,sevennet_omni,60,200,0
190,Ir111,atomicH,1,sevennet_omni,60,200,0
191,Ir111,atomicH,2,sevennet_omni,60,200,0
192,Pd100,atomicH,1,sevennet_omni,60,200,0
193,Pd100,atomicH,2,sevennet_omni,60,200,0
194,Pd110,atomicH,1,sevennet_omni,60,200,0
195,Pd110,atomicH,2,sevennet_omni,60,200,0
196,Pd111,atomicH,1,sevennet_omni,60,200,0
197,Pd111,atomicH,2,sevennet_omni,60,200,0
198,Pt100,atomicH,1,sevennet_omni,60,200,0
199,Pt100,atomicH,2,sevennet_omni,60,200,0
200,Pt110,atomicH,1,sevennet_omni,60,200,0
201,Pt110,atomicH,2,sevennet_omni,60,200,0
202,Pt111,atomicH,1,sevennet_omni,60,200,0
203,Pt111,atomicH,2,sevennet_omni,60,200,0
204,Rh100,atomicH,1,sevennet_omni,60,200,0
205,Rh100,atomicH,2,sevennet_omni,60,200,0
206,Rh110,atomicH,1,sevennet_omni,60,200,0
207,Rh110,atomicH,2,sevennet_omni,60,200,0
208,Rh111,atomicH,1,sevennet_omni,60,200,0
209,Rh111,atomicH,2,sevennet_omni,60,200,0
210,Ag100,atomicO,1,sevennet_omni,60,200,0
211,Ag100,atomicO,2,sevennet_omni,60,200,0
212,Ag110,atomicO,1,sevennet_omni,60,200,0
213,Ag110,atomicO,2,sevennet_omni,60,200,0
214,Ag111,atomicO,1,sevennet_omni,60,200,0
215,Ag111,atomicO,2,sevennet_omni,60,200,0
216,Au100,atomicO,1,sevennet_omni,60,200,0
217,Au100,atomicO,2,sevennet_omni,60,200,0
218,Au110,atomicO,1,sevennet_omni,60,200,0
219,Au110,atomicO,2,sevennet_omni,60,200,0
220,Au111,atomicO,1,sevennet_omni,60,200,0
221,Au111,atomicO,2,sevennet_omni,60,200,0
222,Cu100,atomicO,1,sevennet_omni,60,200,0
223,Cu100,atomicO,2,sevennet_omni,60,200,0
224,Cu110,atomicO,1,sevennet_omni,60,200,0
225,Cu110,atomicO,2,sevennet_omni,60,200,0
226,Cu111,atomicO,1,sevennet_omni,60,200,0
227,Cu111,atomicO,2,sevennet_omni,60,200,0
228,Ir100,atomicO,1,sevennet_omni,60,200,0
229,Ir100,atomicO,2,sevennet_omni,60,200,0
230,Ir110,atomicO,1,sevennet_omni,60,200,0
231,Ir110,atomicO,2,sevennet_omni,60,200,0
232,Ir111,atomicO,1,sevennet_omni,60,200,0
233,Ir111,atomicO,2,sevennet_omni,60,200,0
234,Pd100,atomicO,1,sevennet_omni,60,200,0
235,Pd100,atomicO,2,sevennet_omni,60,200,0
236,Pd110,atomicO,1,sevennet_omni,60,200,0
237,Pd110,atomicO,2,sevennet_omni,60,200,0
238,Pd111,atomicO,1,sevennet_omni,60,200,0
239,Pd111,atomicO,2,sevennet_omni,60,200,0
240,Pt100,atomicO,1,sevennet_omni,60,200,0
241,Pt100,atomicO,2,sevennet_omni,60,200,0
242,Pt110,atomicO,1,sevennet_omni,60,200,0
243,Pt110,atomicO,2,sevennet_omni,60,200,0
244,Pt111,atomicO,1,sevennet_omni,60,200,0
245,Pt111,atomicO,2,sevennet_omni,60,200,0
246,Rh100,atomicO,1,sevennet_omni,60,200,0
247,Rh100,atomicO,2,sevennet_omni,60,200,0
248,Rh110,atomicO,1,sevennet_omni,60,200,0
249,Rh110,atomicO,2,sevennet_omni,60,200,0
250,Rh111,atomicO,1,sevennet_omni,60,200,0
251,Rh111,atomicO,2,sevennet_omni,60,200,0
252,Ag100,CH,1,sevennet_omni,60,200,1
253,Ag100,CH,2,sevennet_omni,60,200,1
254,Ag110,CH,1,sevennet_omni,60,200,1
255,Ag110,CH,2,sevennet_omni,60,200,1
256,Ag111,CH,1,sevennet_omni,60,200,1
257,Ag111,CH,2,sevennet_omni,60,200,1
258,Au100,CH,1,sevennet_omni,60,200,1
259,Au100,CH,2,sevennet_omni,60,200,1
260,Au110,CH,1,sevennet_omni,60,200,1
261,Au110,CH,2,sevennet_omni,60,200,1
262,Au111,CH,1,sevennet_omni,60,200,1
263,Au111,CH,2,sevennet_omni,60,200,1
264,Cu100,CH,1,sevennet_omni,60,200,1
265,Cu100,CH,2,sevennet_omni,60,200,1
266,Cu110,CH,1,sevennet_omni,60,200,1
267,Cu110,CH,2,sevennet_omni,60,200,1
268,Cu111,CH,1,sevennet_omni,60,200,1
269,Cu111,CH,2,sevennet_omni,60,200,1
270,Ir100,CH,1,sevennet_omni,60,200,1
271,Ir100,CH,2,sevennet_omni,60,200,1
272,Ir110,CH,1,sevennet_omni,60,200,1
273,Ir110,CH,2,sevennet_omni,60,200,1
274,Ir111,CH,1,sevennet_omni,60,200,1
275,Ir111,CH,2,sevennet_omni,60,200,1
276,Pd100,CH,1,sevennet_omni,60,200,1
277,Pd100,CH,2,sevennet_omni,60,200,1
278,Pd110,CH,1,sevennet_omni,60,200,1
279,Pd110,CH,2,sevennet_omni,60,200,1
280,Pd111,CH,1,sevennet_omni,60,200,1
281,Pd111,CH,2,sevennet_omni,60,200,1
282,Pt100,CH,1,sevennet_omni,60,200,1
283,Pt100,CH,2,sevennet_omni,60,200,1
284,Pt110,CH,1,sevennet_omni,60,200,1
285,Pt110,CH,2,sevennet_omni,60,200,1
286,Pt111,CH,1,sevennet_omni,60,200,1
287,Pt111,CH,2,sevennet_omni,60,200,1
288,Rh100,CH,1,sevennet_omni,60,200,1
289,Rh100,CH,2,sevennet_omni,60,200,1
290,Rh110,CH,1,sevennet_omni,60,200,1
291,Rh110,CH,2,sevennet_omni,60,200,1
292,Rh111,CH,1,sevennet_omni,60,200,1
293,Rh111,CH,2,sevennet_omni,60,200,1
294,Ag100,atomicC,1,sevennet_omni,60,200,1
295,Ag100,atomicC,2,sevennet_omni,60,200,1
296,Ag110,atomicC,1,sevennet_omni,60,200,1
297,Ag110,atomicC,2,sevennet_omni,60,200,1
298,Ag111,atomicC,1,sevennet_omni,60,200,1
299,Ag111,atomicC,2,sevennet_omni,60,200,1
300,Au100,atomicC,1,sevennet_omni,60,200,1
301,Au100,atomicC,2,sevennet_omni,60,200,1
302,Au110,atomicC,1,sevennet_omni,60,200,1
303,Au110,atomicC,2,sevennet_omni,60,200,1
304,Au111,atomicC,1,sevennet_omni,60,200,1
305,Au111,atomicC,2,sevennet_omni,60,200,1
306,Cu100,atomicC,1,sevennet_omni,60,200,1
307,Cu100,atomicC,2,sevennet_omni,60,200,1
308,Cu110,atomicC,1,sevennet_omni,60,200,1
309,Cu110,atomicC,2,sevennet_omni,60,200,1
310,Cu111,atomicC,1,sevennet_omni,60,200,1
311,Cu111,atomicC,2,sevennet_omni,60,200,1
312,Ir100,atomicC,1,sevennet_omni,60,200,1
313,Ir100,atomicC,2,sevennet_omni,60,200,1
314,Ir110,atomicC,1,sevennet_omni,60,200,1
315,Ir110,atomicC,2,sevennet_omni,60,200,1
316,Ir111,atomicC,1,sevennet_omni,60,200,1
317,Ir111,atomicC,2,sevennet_omni,60,200,1
318,Pd100,atomicC,1,sevennet_omni,60,200,1
319,Pd100,atomicC,2,sevennet_omni,60,200,1
320,Pd110,atomicC,1,sevennet_omni,60,200,1
321,Pd110,atomicC,2,sevennet_omni,60,200,1
322,Pd111,atomicC,1,sevennet_omni,60,200,1
323,Pd111,atomicC,2,sevennet_omni,60,200,1
324,Pt100,atomicC,1,sevennet_omni,60,200,1
325,Pt100,atomicC,2,sevennet_omni,60,200,1
326,Pt110,atomicC,1,sevennet_omni,60,200,1
327,Pt110,atomicC,2,sevennet_omni,60,200,1
328,Pt111,atomicC,1,sevennet_omni,60,200,1
329,Pt111,atomicC,2,sevennet_omni,60,200,1
330,Rh100,atomicC,1,sevennet_omni,60,200,1
331,Rh100,atomicC,2,sevennet_omni,60,200,1
332,Rh110,atomicC,1,sevennet_omni,60,200,1
333,Rh110,atomicC,2,sevennet_omni,60,200,1
334,Rh111,atomicC,1,sevennet_omni,60,200,1
335,Rh111,atomicC,2,sevennet_omni,60,200,1
336,Ag100,C2H5,1,sevennet_omni,60,200,2
337,Ag100,C2H5,2,sevennet_omni,60,200,2
338,Ag110,C2H5,1,sevennet_omni,60,200,2
339,Ag110,C2H5,2,sevennet_omni,60,200,2
340,Ag111,C2H5,1,sevennet_omni,60,200,2
341,Ag111,C2H5,2,sevennet_omni,60,200,2
342,Au100,C2H5,1,sevennet_omni,60,200,2
343,Au100,C2H5,2,sevennet_omni,60,200,2
344,Au110,C2H5,1,sevennet_omni,60,200,2
345,Au110,C2H5,2,sevennet_omni,60,200,2
346,Au111,C2H5,1,sevennet_omni,60,200,2
347,Au111,C2H5,2,sevennet_omni,60,200,2
348,Cu100,C2H5,1,sevennet_omni,60,200,2
349,Cu100,C2H5,2,sevennet_omni,60,200,2
350,Cu110,C2H5,1,sevennet_omni,60,200,2
351,Cu110,C2H5,2,sevennet_omni,60,200,2
352,Cu111,C2H5,1,sevennet_omni,60,200,2
353,Cu111,C2H5,2,sevennet_omni,60,200,2
354,Ir100,C2H5,1,sevennet_omni,60,200,2
355,Ir100,C2H5,2,sevennet_omni,60,200,2
356,Ir110,C2H5,1,sevennet_omni,60,200,2
357,Ir110,C2H5,2,sevennet_omni,60,200,2
358,Ir111,C2H5,1,sevennet_omni,60,200,2
359,Ir111,C2H5,2,sevennet_omni,60,200,2
360,Pd100,C2H5,1,sevennet_omni,60,200,2
361,Pd100,C2H5,2,sevennet_omni,60,200,2
362,Pd110,C2H5,1,sevennet_omni,60,200,2
363,Pd110,C2H5,2,sevennet_omni,60,200,2
364,Pd111,C2H5,1,sevennet_omni,60,200,2
365,Pd111,C2H5,2,sevennet_omni,60,200,2
366,Pt100,C2H5,1,sevennet_omni,60,200,2
367,Pt100,C2H5,2,sevennet_omni,60,200,2
368,Pt110,C2H5,1,sevennet_omni,60,200,2
369,Pt110,C2H5,2,sevennet_omni,60,200,2
370,Pt111,C2H5,1,sevennet_omni,60,200,2
371,Pt111,C2H5,2,sevennet_omni,60,200,2
372,Rh100,C2H5,1,sevennet_omni,60,200,2
373,Rh100,C2H5,2,sevennet_omni,60,200,2
374,Rh110,C2H5,1,sevennet_omni,60,200,2
375,Rh110,C2H5,2,sevennet_omni,60,200,2
376,Rh111,C2H5,1,sevennet_omni,60,200,2
377,Rh111,C2H5,2,sevennet_omni,60,200,2
378,Ag100,C2H3,1,sevennet_omni,60,200,2
379,Ag100,C2H3,2,sevennet_omni,60,200,2
380,Ag110,C2H3,1,sevennet_omni,60,200,2
381,Ag110,C2H3,2,sevennet_omni,60,200,2
382,Ag111,C2H3,1,sevennet_omni,60,200,2
383,Ag111,C2H3,2,sevennet_omni,60,200,2
384,Au100,C2H3,1,sevennet_omni,60,200,2
385,Au100,C2H3,2,sevennet_omni,60,200,2
386,Au110,C2H3,1,sevennet_omni,60,200,2
387,Au110,C2H3,2,sevennet_omni,60,200,2
388,Au111,C2H3,1,sevennet_omni,60,200,2
389,Au111,C2H3,2,sevennet_omni,60,200,2
390,Cu100,C2H3,1,sevennet_omni,60,200,2
391,Cu100,C2H3,2,sevennet_omni,60,200,2
392,Cu110,C2H3,1,sevennet_omni,60,200,2
393,Cu110,C2H3,2,sevennet_omni,60,200,2
394,Cu111,C2H3,1,sevennet_omni,60,200,2
395,Cu111,C2H3,2,sevennet_omni,60,200,2
396,Ir100,C2H3,1,sevennet_omni,60,200,2
397,Ir100,C2H3,2,sevennet_omni,60,200,2
398,Ir110,C2H3,1,sevennet_omni,60,200,2
399,Ir110,C2H3,2,sevennet_omni,60,200,2
400,Ir111,C2H3,1,sevennet_omni,60,200,2
401,Ir111,C2H3,2,sevennet_omni,60,200,2
402,Pd100,C2H3,1,sevennet_omni,60,200,2
403,Pd100,C2H3,2,sevennet_omni,60,200,2
404,Pd110,C2H3,1,sevennet_omni,60,200,2
405,Pd110,C2H3,2,sevennet_omni,60,200,2
406,Pd111,C2H3,1,sevennet_omni,60,200,2
407,Pd111,C2H3,2,sevennet_omni,60,200,2
408,Pt100,C2H3,1,sevennet_omni,60,200,2
409,Pt100,C2H3,2,sevennet_omni,60,200,2
410,Pt110,C2H3,1,sevennet_omni,60,200,2
411,Pt110,C2H3,2,sevennet_omni,60,200,2
412,Pt111,C2H3,1,sevennet_omni,60,200,2
413,Pt111,C2H3,2,sevennet_omni,60,200,2
414,Rh100,C2H3,1,sevennet_omni,60,200,2
415,Rh100,C2H3,2,sevennet_omni,60,200,2
416,Rh110,C2H3,1,sevennet_omni,60,200,2
417,Rh110,C2H3,2,sevennet_omni,60,200,2
418,Rh111,C2H3,1,sevennet_omni,60,200,2
419,Rh111,C2H3,2,sevennet_omni,60,200,2
420,Ag100,C2H,1,sevennet_omni,60,200,2
421,Ag100,C2H,2,sevennet_omni,60,200,2
422,Ag110,C2H,1,sevennet_omni,60,200,2
423,Ag110,C2H,2,sevennet_omni,60,200,2
424,Ag111,C2H,1,sevennet_omni,60,200,2
425,Ag111,C2H,2,sevennet_omni,60,200,2
426,Au100,C2H,1,sevennet_omni,60,200,2
427,Au100,C2H,2,sevennet_omni,60,200,2
428,Au110,C2H,1,sevennet_omni,60,200,2
429,Au110,C2H,2,sevennet_omni,60,200,2
430,Au111,C2H,1,sevennet_omni,60,200,2
431,Au111,C2H,2,sevennet_omni,60,200,2
432,Cu100,C2H,1,sevennet_omni,60,200,2
433,Cu100,C2H,2,sevennet_omni,60,200,2
434,Cu110,C2H,1,sevennet_omni,60,200,2
435,Cu110,C2H,2,sevennet_omni,60,200,2
436,Cu111,C2H,1,sevennet_omni,60,200,2
437,Cu111,C2H,2,sevennet_omni,60,200,2
438,Ir100,C2H,1,sevennet_omni,60,200,2
439,Ir100,C2H,2,sevennet_omni,60,200,2
440,Ir110,C2H,1,sevennet_omni,60,200,2
441,Ir110,C2H,2,sevennet_omni,60,200,2
442,Ir111,C2H,1,sevennet_omni,60,200,2
443,Ir111,C2H,2,sevennet_omni,60,200,2
444,Pd100,C2H,1,sevennet_omni,60,200,2
445,Pd100,C2H,2,sevennet_omni,60,200,2
446,Pd110,C2H,1,sevennet_omni,60,200,2
447,Pd110,C2H,2,sevennet_omni,60,200,2
448,Pd111,C2H,1,sevennet_omni,60,200,2
449,Pd111,C2H,2,sevennet_omni,60,200,2
450,Pt100,C2H,1,sevennet_omni,60,200,2
451,Pt100,C2H,2,sevennet_omni,60,200,2
452,Pt110,C2H,1,sevennet_omni,60,200,2
453,Pt110,C2H,2,sevennet_omni,60,200,2
454,Pt111,C2H,1,sevennet_omni,60,200,2
455,Pt111,C2H,2,sevennet_omni,60,200,2
456,Rh100,C2H,1,sevennet_omni,60,200,2
457,Rh100,C2H,2,sevennet_omni,60,200,2
458,Rh110,C2H,1,sevennet_omni,60,200,2
459,Rh110,C2H,2,sevennet_omni,60,200,2
460,Rh111,C2H,1,sevennet_omni,60,200,2
461,Rh111,C2H,2,sevennet_omni,60,200,2
462,Ag100,CH2OH,1,sevennet_omni,60,200,1
463,Ag100,CH2OH,2,sevennet_omni,60,200,1
464,Ag110,CH2OH,1,sevennet_omni,60,200,1
465,Ag110,CH2OH,2,sevennet_omni,60,200,1
466,Ag111,CH2OH,1,sevennet_omni,60,200,1
467,Ag111,CH2OH,2,sevennet_omni,60,200,1
468,Au100,CH2OH,1,sevennet_omni,60,200,1
469,Au100,CH2OH,2,sevennet_omni,60,200,1
470,Au110,CH2OH,1,sevennet_omni,60,200,1
471,Au110,CH2OH,2,sevennet_omni,60,200,1
472,Au111,CH2OH,1,sevennet_omni,60,200,1
473,Au111,CH2OH,2,sevennet_omni,60,200,1
474,Cu100,CH2OH,1,sevennet_omni,60,200,1
475,Cu100,CH2OH,2,sevennet_omni,60,200,1
476,Cu110,CH2OH,1,sevennet_omni,60,200,1
477,Cu110,CH2OH,2,sevennet_omni,60,200,1
478,Cu111,CH2OH,1,sevennet_omni,60,200,1
479,Cu111,CH2OH,2,sevennet_omni,60,200,1
480,Ir100,CH2OH,1,sevennet_omni,60,200,1
481,Ir100,CH2OH,2,sevennet_omni,60,200,1
482,Ir110,CH2OH,1,sevennet_omni,60,200,1
483,Ir110,CH2OH,2,sevennet_omni,60,200,1
484,Ir111,CH2OH,1,sevennet_omni,60,200,1
485,Ir111,CH2OH,2,sevennet_omni,60,200,1
486,Pd100,CH2OH,1,sevennet_omni,60,200,1
487,Pd100,CH2OH,2,sevennet_omni,60,200,1
488,Pd110,CH2OH,1,sevennet_omni,60,200,1
489,Pd110,CH2OH,2,sevennet_omni,60,200,1
490,Pd111,CH2OH,1,sevennet_omni,60,200,1
491,Pd111,CH2OH,2,sevennet_omni,60,200,1
492,Pt100,CH2OH,1,sevennet_omni,60,200,1
493,Pt100,CH2OH,2,sevennet_omni,60,200,1
494,Pt110,CH2OH,1,sevennet_omni,60,200,1
495,Pt110,CH2OH,2,sevennet_omni,60,200,1
496,Pt111,CH2OH,1,sevennet_omni,60,200,1
497,Pt111,CH2OH,2,sevennet_omni,60,200,1
498,Rh100,CH2OH,1,sevennet_omni,60,200,1
499,Rh100,CH2OH,2,sevennet_omni,60,200,1
500,Rh110,CH2OH,1,sevennet_omni,60,200,1
